Date,% downloaded_hold_LLoyds Change,Previous % downloaded_hold_LLoyds Change,Next % downloaded_hold_LLoyds Change
2017-01-31,-0.8,1.28,3.01
2017-02-01,0.36,0.64,0.06
2017-02-02,0.22,0.14,-0.03
2017-02-03,1.21,-1.27,-0.35
2017-02-06,2.58,-1.25,1.46
2017-02-07,3.01,-3.57,2.41
2017-02-08,0.06,-1.2,3.13
2017-02-09,-0.03,0.2,3.65
2017-02-10,-0.35,-0.26,1.53
2017-02-13,1.46,0.33,1.95
2017-02-14,2.41,-0.8,0.96
2017-02-15,3.13,0.36,6.28
2017-02-16,3.65,0.22,5.15
2017-02-17,1.53,1.21,5.54
2017-02-20,1.95,2.58,5.08
2017-02-21,0.96,3.01,3.29
2017-02-22,6.28,0.06,2.03
2017-02-23,5.15,-0.03,2.46
2017-02-24,5.54,-0.35,2.34
2017-02-27,5.08,1.46,0.22
2017-02-28,3.29,2.41,1.09
2017-03-01,2.03,3.13,-2.0
2017-03-02,2.46,3.65,-1.43
2017-03-03,2.34,1.53,-0.74
2017-03-06,0.22,1.95,-0.95
2017-03-07,1.09,0.96,-1.2
2017-03-08,-2.0,6.28,-0.88
2017-03-09,-1.43,5.15,0.98
2017-03-10,-0.74,5.54,1.34
2017-03-13,-0.95,5.08,2.66
2017-03-14,-1.2,3.29,1.85
2017-03-15,-0.88,2.03,-1.0
2017-03-16,0.98,2.46,-0.18
2017-03-17,1.34,2.34,-1.04
2017-03-20,2.66,0.22,-2.32
2017-03-21,1.85,1.09,-1.56
2017-03-22,-1.0,-2.0,-2.48
2017-03-23,-0.18,-1.43,-4.21
2017-03-24,-1.04,-0.74,-4.36
2017-03-27,-2.32,-0.95,-4.71
2017-03-28,-1.56,-1.2,-4.71
2017-03-29,-2.48,-0.88,-3.16
2017-03-30,-4.21,0.98,-6.36
2017-03-31,-4.36,1.34,-6.68
2017-04-03,-4.71,2.66,-5.1
2017-04-04,-4.71,1.85,-5.01
2017-04-05,-3.16,-1.0,-5.29
2017-04-06,-6.36,-0.18,-5.19
2017-04-07,-6.68,-1.04,-5.49
2017-04-10,-5.1,-2.32,-2.85
2017-04-11,-5.01,-1.56,-1.46
2017-04-12,-5.29,-2.48,-0.95
2017-04-13,-5.19,-4.21,4.17
2017-04-18,-5.49,-4.36,6.24
2017-04-19,-2.85,-4.71,6.92
2017-04-20,-1.46,-4.71,9.55
2017-04-21,-0.95,-3.16,10.65
2017-04-24,4.17,-6.36,10.35
2017-04-25,6.24,-6.68,11.03
2017-04-26,6.92,-5.1,9.96
2017-04-27,9.55,-5.01,9.27
2017-04-28,10.65,-5.29,7.89
2017-05-02,10.35,-5.19,4.2
2017-05-03,11.03,-5.49,4.38
2017-05-04,9.96,-2.85,3.34
2017-05-05,9.27,-1.46,-0.39
2017-05-08,7.89,-0.95,0.27
2017-05-09,4.2,4.17,1.37
2017-05-10,4.38,6.24,3.56
2017-05-11,3.34,6.92,1.83
2017-05-12,-0.39,9.55,2.54
2017-05-15,0.27,10.65,3.37
2017-05-16,1.37,10.35,4.55
2017-05-17,3.56,11.03,3.85
2017-05-18,1.83,9.96,4.94
2017-05-19,2.54,9.27,4.43
2017-05-22,3.37,7.89,2.49
2017-05-23,4.55,4.2,0.63
2017-05-24,3.85,4.38,-1.9
2017-05-25,4.94,3.34,-2.71
2017-05-26,4.43,-0.39,-3.33
2017-05-30,2.49,0.27,-3.97
2017-05-31,0.63,1.37,-2.88
2017-06-01,-1.9,3.56,-2.55
2017-06-02,-2.71,1.83,-4.23
2017-06-05,-3.33,2.54,-3.68
2017-06-06,-3.97,3.37,-3.56
2017-06-07,-2.88,4.55,-3.81
2017-06-08,-2.55,3.85,-3.09
2017-06-09,-4.23,4.94,-1.17
2017-06-12,-3.68,4.43,-0.99
2017-06-13,-3.56,2.49,-2.8
2017-06-14,-3.81,0.63,-4.15
2017-06-15,-3.09,-1.9,-5.26
2017-06-16,-1.17,-2.71,-4.76
2017-06-19,-0.99,-3.33,-3.76
2017-06-20,-2.8,-3.97,-2.73
2017-06-21,-4.15,-2.88,-1.91
2017-06-22,-5.26,-2.55,-1.24
2017-06-23,-4.76,-4.23,-3.49
2017-06-26,-3.76,-3.68,-2.9
2017-06-27,-2.73,-3.56,-1.03
2017-06-28,-1.91,-3.81,-2.2
2017-06-29,-1.24,-3.09,-0.48
2017-06-30,-3.49,-1.17,-0.22
2017-07-03,-2.9,-0.99,0.09
2017-07-04,-1.03,-2.8,-1.75
2017-07-05,-2.2,-4.15,-0.84
2017-07-06,-0.48,-5.26,0.37
2017-07-07,-0.22,-4.76,1.19
2017-07-10,0.09,-3.76,0.63
2017-07-11,-1.75,-2.73,0.87
2017-07-12,-0.84,-1.91,3.64
2017-07-13,0.37,-1.24,3.01
2017-07-14,1.19,-3.49,2.37
2017-07-17,0.63,-2.9,2.0
2017-07-18,0.87,-1.03,5.26
2017-07-19,3.64,-2.2,4.6
2017-07-20,3.01,-0.48,0.15
2017-07-21,2.37,-0.22,-0.66
2017-07-24,2.0,0.09,-2.31
2017-07-25,5.26,-1.75,-1.99
2017-07-26,4.6,-0.84,-3.7
2017-07-27,0.15,0.37,-3.17
2017-07-28,-0.66,1.19,-1.91
2017-07-31,-2.31,0.63,-2.05
2017-08-01,-1.99,0.87,-2.52
2017-08-02,-3.7,3.64,-3.14
2017-08-03,-3.17,3.01,-3.96
2017-08-04,-1.91,2.37,-2.8
2017-08-07,-2.05,2.0,-1.1
2017-08-08,-2.52,5.26,0.03
2017-08-09,-3.14,4.6,-0.32
2017-08-10,-3.96,0.15,-3.17
2017-08-11,-2.8,-0.66,-4.34
2017-08-14,-1.1,-2.31,-2.9
2017-08-15,0.03,-1.99,-3.3
2017-08-16,-0.32,-3.7,-2.26
2017-08-17,-3.17,-3.17,-0.15
2017-08-18,-4.34,-1.91,0.42
2017-08-21,-2.9,-2.05,-1.56
2017-08-22,-3.3,-2.52,-3.03
2017-08-23,-2.26,-3.14,-2.34
2017-08-24,-0.15,-3.96,-1.1
2017-08-25,0.42,-2.8,-0.8
2017-08-29,-1.56,-1.1,-2.28
2017-08-30,-3.03,0.03,-3.06
2017-08-31,-2.34,-0.32,-3.55
2017-09-01,-1.1,-3.17,-1.48
2017-09-04,-0.8,-4.34,-1.97
2017-09-05,-2.28,-2.9,1.55
2017-09-06,-3.06,-3.3,2.17
2017-09-07,-3.55,-2.26,4.04
2017-09-08,-1.48,-0.15,2.56
2017-09-11,-1.97,0.42,3.0
2017-09-12,1.55,-1.56,4.6
2017-09-13,2.17,-3.03,4.22
2017-09-14,4.04,-2.34,6.93
2017-09-15,2.56,-1.1,4.92
2017-09-18,3.0,-0.8,3.52
2017-09-19,4.6,-2.28,0.23
2017-09-20,4.22,-3.06,3.42
2017-09-21,6.93,-3.55,1.23
2017-09-22,4.92,-1.48,3.69
2017-09-25,3.52,-1.97,3.37
2017-09-26,0.23,1.55,2.42
2017-09-27,3.42,2.17,2.88
2017-09-28,1.23,4.04,-0.22
2017-09-29,3.69,2.56,-0.46
2017-10-02,3.37,3.0,1.03
2017-10-03,2.42,4.6,3.25
2017-10-04,2.88,4.22,-1.04
2017-10-05,-0.22,6.93,-1.37
2017-10-06,-0.46,4.92,-2.7
2017-10-09,1.03,3.52,-2.83
2017-10-10,3.25,0.23,-1.88
2017-10-11,-1.04,3.42,-1.14
2017-10-12,-1.37,1.23,-0.46
2017-10-13,-2.7,3.69,0.6
2017-10-16,-2.83,3.37,0.68
2017-10-17,-1.88,2.42,0.45
2017-10-18,-1.14,2.88,2.17
2017-10-19,-0.46,-0.22,3.97
2017-10-20,0.6,-0.46,4.57
2017-10-23,0.68,1.03,3.78
2017-10-24,0.45,3.25,2.95
2017-10-25,2.17,-1.04,2.69
2017-10-26,3.97,-1.37,1.42
2017-10-27,4.57,-2.7,0.58
2017-10-30,3.78,-2.83,1.19
2017-10-31,2.95,-1.88,-0.15
2017-11-01,2.69,-1.14,-1.65
2017-11-02,1.42,-0.46,-3.26
2017-11-03,0.58,0.6,-3.53
2017-11-06,1.19,0.68,-2.41
2017-11-07,-0.15,0.45,-2.4
2017-11-08,-1.65,2.17,-3.47
2017-11-09,-3.26,3.97,-2.77
2017-11-10,-3.53,4.57,-2.08
2017-11-13,-2.41,3.78,-2.48
2017-11-14,-2.4,2.95,-2.35
2017-11-15,-3.47,2.69,-1.38
2017-11-16,-2.77,1.42,-1.44
2017-11-17,-2.08,0.58,-0.59
2017-11-20,-2.48,1.19,-1.42
2017-11-21,-2.35,-0.15,-2.73
2017-11-22,-1.38,-1.65,1.28
2017-11-23,-1.44,-3.26,-0.09
2017-11-24,-0.59,-3.53,-1.88
2017-11-27,-1.42,-2.41,-1.12
2017-11-28,-2.73,-2.4,-0.87
2017-11-29,1.28,-3.47,-1.65
2017-11-30,-0.09,-2.77,-1.84
2017-12-01,-1.88,-2.08,1.07
2017-12-04,-1.12,-2.48,1.76
2017-12-05,-0.87,-2.35,3.96
2017-12-06,-1.65,-1.38,0.39
2017-12-07,-1.84,-1.44,0.47
2017-12-08,1.07,-0.59,2.56
2017-12-11,1.76,-1.42,2.1
2017-12-12,3.96,-2.73,3.07
2017-12-13,0.39,1.28,2.72
2017-12-14,0.47,-0.09,4.34
2017-12-15,2.56,-1.88,0.61
2017-12-18,2.1,-1.12,1.71
2017-12-19,3.07,-0.87,0.25
2017-12-20,2.72,-1.65,1.04
2017-12-21,4.34,-1.84,2.1
2017-12-22,0.61,1.07,1.6
2017-12-27,1.71,1.76,1.96
2017-12-28,0.25,3.96,1.37
2017-12-29,1.04,0.39,2.24
2018-01-02,2.1,0.47,1.62
2018-01-03,1.6,2.56,2.63
2018-01-04,1.96,2.1,3.02
2018-01-05,1.37,3.07,4.34
2018-01-08,2.24,2.72,3.73
2018-01-09,1.62,4.34,4.12
2018-01-10,2.63,0.61,4.39
2018-01-11,3.02,1.71,4.22
2018-01-12,4.34,0.25,5.01
2018-01-15,3.73,1.04,5.73
2018-01-16,4.12,2.1,5.44
2018-01-17,4.39,1.6,4.38
2018-01-18,4.22,1.96,2.03
2018-01-19,5.01,1.37,1.08
2018-01-22,5.73,2.24,1.35
2018-01-23,5.44,1.62,0.04
2018-01-24,4.38,2.63,-1.31
2018-01-25,2.03,3.02,-2.27
2018-01-26,1.08,4.34,-3.82
2018-01-29,1.35,3.73,-5.35
2018-01-30,0.04,4.12,-8.25
2018-01-31,-1.31,4.39,-6.44
2018-02-01,-2.27,4.22,-5.12
2018-02-02,-3.82,5.01,-6.61
2018-02-05,-5.35,5.73,-7.1
2018-02-06,-8.25,5.44,-5.73
2018-02-07,-6.44,4.38,-4.11
2018-02-08,-5.12,2.03,-3.23
2018-02-09,-6.61,1.08,-1.48
2018-02-12,-7.1,1.35,-0.23
2018-02-13,-5.73,0.04,2.54
2018-02-14,-4.11,-1.31,3.5
2018-02-15,-3.23,-2.27,2.34
2018-02-16,-1.48,-3.82,3.16
2018-02-19,-0.23,-5.35,3.13
2018-02-20,2.54,-8.25,3.84
2018-02-21,3.5,-6.44,3.23
2018-02-22,2.34,-5.12,1.85
2018-02-23,3.16,-6.61,-1.08
2018-02-26,3.13,-7.1,-1.4
2018-02-27,3.84,-5.73,-1.9
2018-02-28,3.23,-4.11,-3.54
2018-03-01,1.85,-3.23,-2.43
2018-03-02,-1.08,-1.48,-1.98
2018-03-05,-1.4,-0.23,-1.53
2018-03-06,-1.9,2.54,-3.03
2018-03-07,-3.54,3.5,-3.07
2018-03-08,-2.43,2.34,-2.22
2018-03-09,-1.98,3.16,0.75
2018-03-12,-1.53,3.13,0.19
2018-03-13,-3.03,3.84,1.97
2018-03-14,-3.07,3.23,-0.13
2018-03-15,-2.22,1.85,-2.13
2018-03-16,0.75,-1.08,-3.76
2018-03-19,0.19,-1.4,-4.24
2018-03-20,1.97,-1.9,-2.85
2018-03-21,-0.13,-3.54,-2.67
2018-03-22,-2.13,-2.43,-3.2
2018-03-23,-3.76,-1.98,-3.51
2018-03-26,-4.24,-1.53,-2.93
2018-03-27,-2.85,-3.03,-2.49
2018-03-28,-2.67,-3.07,-1.25
2018-03-29,-3.2,-2.22,0.89
2018-04-03,-3.51,0.75,3.55
2018-04-04,-2.93,0.19,3.67
2018-04-05,-2.49,1.97,4.8
2018-04-06,-1.25,-0.13,5.04
2018-04-09,0.89,-2.13,4.67
2018-04-10,3.55,-3.76,3.88
2018-04-11,3.67,-4.24,3.78
2018-04-12,4.8,-2.85,-0.14
2018-04-13,5.04,-2.67,-0.93
2018-04-16,4.67,-3.2,-0.32
2018-04-17,3.88,-3.51,-1.4
2018-04-18,3.78,-2.93,-3.0
2018-04-19,-0.14,-2.49,-4.77
2018-04-20,-0.93,-1.25,-4.97
2018-04-23,-0.32,0.89,-4.46
2018-04-24,-1.4,3.55,-4.91
2018-04-25,-3.0,3.67,-4.87
2018-04-26,-4.77,4.8,-2.13
2018-04-27,-4.97,5.04,-0.49
2018-04-30,-4.46,4.67,-0.84
2018-05-01,-4.91,3.88,0.64
2018-05-02,-4.87,3.78,2.86
2018-05-03,-2.13,-0.14,3.36
2018-05-04,-0.49,-0.93,2.9
2018-05-08,-0.84,-0.32,3.28
2018-05-09,0.64,-1.4,2.1
2018-05-10,2.86,-3.0,2.95
2018-05-11,3.36,-4.77,2.09
2018-05-14,2.9,-4.97,1.67
2018-05-15,3.28,-4.46,1.73
2018-05-16,2.1,-4.91,0.14
2018-05-17,2.95,-4.87,-1.29
2018-05-18,2.09,-2.13,-2.1
2018-05-21,1.67,-0.49,-3.57
2018-05-22,1.73,-0.84,-3.86
2018-05-23,0.14,0.64,-3.78
2018-05-24,-1.29,2.86,-4.35
2018-05-25,-2.1,3.36,-3.7
2018-05-29,-3.57,2.9,-5.99
2018-05-30,-3.86,3.28,-4.98
2018-05-31,-3.78,2.1,-4.49
2018-06-01,-4.35,2.95,-4.7
2018-06-04,-3.7,2.09,-4.07
2018-06-05,-5.99,1.67,-1.74
2018-06-06,-4.98,1.73,-2.1
2018-06-07,-4.49,0.14,-0.13
2018-06-08,-4.7,-1.29,-2.0
2018-06-11,-4.07,-2.1,-3.18
2018-06-12,-1.74,-3.57,-1.54
2018-06-13,-2.1,-3.86,-3.16
2018-06-14,-0.13,-3.78,-3.58
2018-06-15,-2.0,-4.35,-1.24
2018-06-18,-3.18,-3.7,-2.79
2018-06-19,-1.54,-5.99,-2.77
2018-06-20,-3.16,-4.98,-1.61
2018-06-21,-3.58,-4.49,-0.92
2018-06-22,-1.24,-4.7,1.56
2018-06-25,-2.79,-4.07,1.2
2018-06-26,-2.77,-1.74,0.78
2018-06-27,-1.61,-2.1,1.02
2018-06-28,-0.92,-0.13,1.65
2018-06-29,1.56,-2.0,0.6
2018-07-02,1.2,-3.18,2.78
2018-07-03,0.78,-1.54,1.76
2018-07-04,1.02,-3.16,0.79
2018-07-05,1.65,-3.58,0.02
2018-07-06,0.6,-1.24,-1.02
2018-07-09,2.78,-2.79,0.29
2018-07-10,1.76,-2.77,0.71
2018-07-11,0.79,-1.61,0.35
2018-07-12,0.02,-0.92,0.14
2018-07-13,-1.02,1.56,0.22
2018-07-16,0.29,1.2,-1.03
2018-07-17,0.71,0.78,0.77
2018-07-18,0.35,1.02,0.18
2018-07-19,0.14,1.65,0.0
2018-07-20,0.22,0.6,0.3
2018-07-23,-1.03,2.78,-0.16
2018-07-24,0.77,1.76,-0.11
2018-07-25,0.18,0.79,1.42
2018-07-26,0.0,0.02,0.4
2018-07-27,0.3,-1.02,-0.13
2018-07-30,-0.16,0.29,0.45
2018-07-31,-0.11,0.71,-1.0
2018-08-01,1.42,0.35,-0.42
2018-08-02,0.4,0.14,-0.72
2018-08-03,-0.13,0.22,-1.18
2018-08-06,0.45,-1.03,-1.62
2018-08-07,-1.0,0.77,-2.24
2018-08-08,-0.42,0.18,-4.64
2018-08-09,-0.72,0.0,-4.16
2018-08-10,-1.18,0.3,-3.82
2018-08-13,-1.62,-0.16,-3.52
2018-08-14,-2.24,-0.11,-2.5
2018-08-15,-4.64,1.42,-1.9
2018-08-16,-4.16,0.4,-2.17
2018-08-17,-3.82,-0.13,-1.65
2018-08-20,-3.52,0.45,-0.96
2018-08-21,-2.5,-1.0,-0.85
2018-08-22,-1.9,-0.42,-0.94
2018-08-23,-2.17,-0.72,-1.33
2018-08-24,-1.65,-1.18,-0.9
2018-08-28,-0.96,-1.62,-0.03
2018-08-29,-0.85,-2.24,-0.3
2018-08-30,-0.94,-4.64,-1.79
2018-08-31,-1.33,-4.16,-3.32
2018-09-03,-0.9,-3.82,-2.42
2018-09-04,-0.03,-3.52,-2.57
2018-09-05,-0.3,-2.5,-2.61
2018-09-06,-1.79,-1.9,-1.1
2018-09-07,-3.32,-2.17,-0.71
2018-09-10,-2.42,-1.65,-0.55
2018-09-11,-2.57,-0.96,-1.41
2018-09-12,-2.61,-0.85,-0.13
2018-09-13,-1.1,-0.94,2.8
2018-09-14,-0.71,-1.33,5.31
2018-09-17,-0.55,-0.9,3.86
2018-09-18,-1.41,-0.03,2.82
2018-09-19,-0.13,-0.3,3.16
2018-09-20,2.8,-1.79,2.97
2018-09-21,5.31,-3.32,0.66
2018-09-24,3.86,-2.42,-1.26
2018-09-25,2.82,-2.57,-3.41
2018-09-26,3.16,-2.61,-3.54
2018-09-27,2.97,-1.1,-4.32
2018-09-28,0.66,-0.71,-4.74
2018-10-01,-1.26,-0.55,-5.68
2018-10-02,-3.41,-1.41,-5.91
2018-10-03,-3.54,-0.13,-2.68
2018-10-04,-4.32,2.8,-5.08
2018-10-05,-4.74,5.31,-1.89
2018-10-08,-5.68,3.86,-1.38
2018-10-09,-5.91,2.82,-0.19
2018-10-10,-2.68,3.16,-1.83
2018-10-11,-5.08,2.97,-3.29
2018-10-12,-1.89,0.66,-4.75
2018-10-15,-1.38,-1.26,-2.97
2018-10-16,-0.19,-3.41,-1.59
2018-10-17,-1.83,-3.54,-4.14
2018-10-18,-3.29,-4.32,-0.31
2018-10-19,-4.75,-4.74,-2.27
2018-10-22,-2.97,-5.68,-0.95
2018-10-23,-1.59,-5.91,-0.94
2018-10-24,-4.14,-2.68,-0.17
2018-10-25,-0.31,-5.08,3.26
2018-10-26,-2.27,-1.89,5.99
2018-10-29,-0.95,-1.38,3.79
2018-10-30,-0.94,-0.19,2.34
2018-10-31,-0.17,-1.83,2.81
2018-11-01,3.26,-3.29,3.34
2018-11-02,5.99,-4.75,5.49
2018-11-05,3.79,-2.97,1.29
2018-11-06,2.34,-1.59,3.45
2018-11-07,2.81,-4.14,2.04
2018-11-08,3.34,-0.31,-5.78
2018-11-09,5.49,-2.27,-8.39
2018-11-12,1.29,-0.95,-4.68
2018-11-13,3.45,-0.94,-4.07
2018-11-14,2.04,-0.17,-3.47
2018-11-15,-5.78,3.26,-6.12
2018-11-16,-8.39,5.99,-4.59
2018-11-19,-4.68,3.79,-1.07
2018-11-20,-4.07,2.34,-4.07
2018-11-21,-3.47,2.81,-3.51
2018-11-22,-6.12,3.34,1.24
2018-11-23,-4.59,5.49,1.58
2018-11-26,-1.07,1.29,0.21
2018-11-27,-4.07,3.45,0.09
2018-11-28,-3.51,2.04,-0.05
2018-11-29,1.24,-5.78,-2.34
2018-11-30,1.58,-8.39,-5.51
2018-12-03,0.21,-4.68,-7.7
2018-12-04,0.09,-4.07,-7.2
2018-12-05,-0.05,-3.47,-5.31
2018-12-06,-2.34,-6.12,-5.4
2018-12-07,-5.51,-4.59,-4.8
2018-12-10,-7.7,-1.07,-7.24
2018-12-11,-7.2,-4.07,-6.23
2018-12-12,-5.31,-3.51,-7.03
2018-12-13,-5.4,1.24,-6.77
2018-12-14,-4.8,1.58,-4.7
2018-12-17,-7.24,0.21,-3.69
2018-12-18,-6.23,0.09,-4.4
2018-12-19,-7.03,-0.05,-4.01
2018-12-20,-6.77,-2.34,-2.37
2018-12-21,-4.7,-5.51,-3.23
2018-12-24,-3.69,-7.7,-1.35
2018-12-27,-4.4,-7.2,1.62
2018-12-28,-4.01,-5.31,2.11
2018-12-31,-2.37,-5.4,5.31
2019-01-02,-3.23,-4.8,4.47
2019-01-03,-1.35,-7.24,7.54
2019-01-04,1.62,-6.23,9.35
2019-01-07,2.11,-7.03,8.46
2019-01-08,5.31,-6.77,7.12
2019-01-09,4.47,-4.7,10.06
2019-01-10,7.54,-3.69,9.63
2019-01-11,9.35,-4.4,9.85
2019-01-14,8.46,-4.01,8.72
2019-01-15,7.12,-2.37,6.95
2019-01-16,10.06,-3.23,6.49
2019-01-17,9.63,-1.35,5.29
2019-01-18,9.85,1.62,7.06
2019-01-21,8.72,2.11,2.63
2019-01-22,6.95,5.31,2.34
2019-01-23,6.49,4.47,3.92
2019-01-24,5.29,7.54,3.15
2019-01-25,7.06,9.35,0.31
2019-01-28,2.63,8.46,-0.33
2019-01-29,2.34,7.12,1.06
2019-01-30,3.92,10.06,1.68
2019-01-31,3.15,9.63,-0.83
2019-02-01,0.31,9.85,-2.89
2019-02-04,-0.33,8.72,1.26
2019-02-05,1.06,6.95,1.97
2019-02-06,1.68,6.49,-0.81
2019-02-07,-0.83,5.29,-0.86
2019-02-08,-2.89,7.06,0.45
2019-02-11,1.26,2.63,0.88
2019-02-12,1.97,2.34,0.57
2019-02-13,-0.81,3.92,4.93
2019-02-14,-0.86,3.15,5.47
2019-02-15,0.45,0.31,5.49
2019-02-18,0.88,-0.33,4.87
2019-02-19,0.57,1.06,6.8
2019-02-20,4.93,1.68,8.68
2019-02-21,5.47,-0.83,10.7
2019-02-22,5.49,-2.89,7.55
2019-02-25,4.87,1.26,8.14
2019-02-26,6.8,1.97,7.8
2019-02-27,8.68,-0.81,2.91
2019-02-28,10.7,-0.86,3.02
2019-03-01,7.55,0.45,3.12
2019-03-04,8.14,0.88,2.08
2019-03-05,7.8,0.57,0.71
2019-03-06,2.91,4.93,-0.49
2019-03-07,3.02,5.47,0.41
2019-03-08,3.12,5.49,3.17
2019-03-11,2.08,4.87,3.65
2019-03-12,0.71,6.8,3.99
2019-03-13,-0.49,8.68,3.4
2019-03-14,0.41,10.7,1.72
2019-03-15,3.17,7.55,0.71
2019-03-18,3.65,8.14,0.39
2019-03-19,3.99,7.8,-1.41
2019-03-20,3.4,2.91,-0.27
2019-03-21,1.72,3.02,-2.92
2019-03-22,0.71,3.12,-4.16
2019-03-25,0.39,2.08,-3.78
2019-03-26,-1.41,0.71,-3.1
2019-03-27,-0.27,-0.49,-0.26
2019-03-28,-2.92,0.41,-0.95
2019-03-29,-4.16,3.17,-0.16
2019-04-01,-3.78,3.65,0.95
2019-04-02,-3.1,3.99,2.38
2019-04-03,-0.26,3.4,0.64
2019-04-04,-0.95,1.72,3.55
2019-04-05,-0.16,0.71,4.28
2019-04-08,0.95,0.39,3.61
2019-04-09,2.38,-1.41,3.85
2019-04-10,0.64,-0.27,2.6
2019-04-11,3.55,-2.92,5.24
2019-04-12,4.28,-4.16,5.4
2019-04-15,3.61,-3.78,3.42
2019-04-16,3.85,-3.1,1.1
2019-04-17,2.6,-0.26,0.32
2019-04-18,5.24,-0.95,-0.84
2019-04-23,5.4,-0.16,-3.44
2019-04-24,3.42,0.95,-2.41
2019-04-25,1.1,2.38,-4.62
2019-04-26,0.32,0.64,-5.9
2019-04-29,-0.84,3.55,-6.21
2019-04-30,-3.44,4.28,-5.72
2019-05-01,-2.41,3.61,-5.98
2019-05-02,-4.62,3.85,-4.02
2019-05-03,-5.9,2.6,-5.1
2019-05-07,-6.21,5.24,-4.65
2019-05-08,-5.72,5.4,-2.54
2019-05-09,-5.98,3.42,-3.29
2019-05-10,-4.02,1.1,-3.92
2019-05-13,-5.1,0.32,-5.01
2019-05-14,-4.65,-0.84,-2.09
2019-05-15,-2.54,-3.44,-4.32
2019-05-16,-3.29,-2.41,-4.99
2019-05-17,-3.92,-4.62,-4.14
2019-05-20,-5.01,-5.9,-3.61
